"date" "party" "percent" "percent.true" "government" "election_date" "election" "error"
"62" 2013-05-10 "piraten" 3 2.6 FALSE 2013-09-22 "BTW 2013" 0.4
"63" 2013-05-10 "sonstige" 3.9 4.3 FALSE 2013-09-22 "BTW 2013" 0.4
"64" 2013-05-10 "spd" 26 26.3 TRUE 2013-09-22 "BTW 2013" 0.300000000000001
"65" 2013-05-12 "afd" 2.9 2.4 FALSE 2013-09-22 "BTW 2013" 0.5
"66" 2013-05-12 "cdu/csu" 38.5 38.6 TRUE 2013-09-22 "BTW 2013" 0.100000000000001
"67" 2013-05-12 "fdp" 4.7 5.8 FALSE 2013-09-22 "BTW 2013" 1.1
"68" 2013-05-12 "grune" 14.8 13.5 FALSE 2013-09-22 "BTW 2013" 1.3
"69" 2013-05-12 "linke" 7 6.7 FALSE 2013-09-22 "BTW 2013" 0.3
"70" 2013-05-12 "piraten" 3 2.6 FALSE 2013-09-22 "BTW 2013" 0.4
"71" 2013-05-12 "sonstige" 3.9 4.3 FALSE 2013-09-22 "BTW 2013" 0.4
"72" 2013-05-12 "spd" 25.8 26.3 TRUE 2013-09-22 "BTW 2013" 0.5
"73" 2013-05-13 "afd" 2.9 2.4 FALSE 2013-09-22 "BTW 2013" 0.5
"74" 2013-05-13 "cdu/csu" 38.5 38.6 TRUE 2013-09-22 "BTW 2013" 0.100000000000001
"75" 2013-05-13 "fdp" 4.5 5.8 FALSE 2013-09-22 "BTW 2013" 1.3
"76" 2013-05-13 "grune" 14.8 13.5 FALSE 2013-09-22 "BTW 2013" 1.3
"77" 2013-05-13 "linke" 7 6.7 FALSE 2013-09-22 "BTW 2013" 0.3
"78" 2013-05-13 "piraten" 3 2.6 FALSE 2013-09-22 "BTW 2013" 0.4
"79" 2013-05-13 "sonstige" 3.9 4.3 FALSE 2013-09-22 "BTW 2013" 0.4
"80" 2013-05-13 "spd" 26 26.3 TRUE 2013-09-22 "BTW 2013" 0.300000000000001
"81" 2013-05-15 "afd" 2.7 2.4 FALSE 2013-09-22 "BTW 2013" 0.3
"82" 2013-05-15 "cdu/csu" 38.7 38.6 TRUE 2013-09-22 "BTW 2013" 0.100000000000001
"83" 2013-05-15 "fdp" 4.5 5.8 FALSE 2013-09-22 "BTW 2013" 1.3
"84" 2013-05-15 "grune" 14.6 13.5 FALSE 2013-09-22 "BTW 2013" 1.1
"85" 2013-05-15 "linke" 7.2 6.7 FALSE 2013-09-22 "BTW 2013" 0.5
"86" 2013-05-15 "piraten" 3.25 2.6 FALSE 2013-09-22 "BTW 2013" 0.65
"87" 2013-05-15 "sonstige" 3.9 4.3 FALSE 2013-09-22 "BTW 2013" 0.4
"88" 2013-05-15 "spd" 25.8 26.3 TRUE 2013-09-22 "BTW 2013" 0.5
"89" 2013-05-16 "afd" 2.75 2.4 FALSE 2013-09-22 "BTW 2013" 0.35
"90" 2013-05-16 "cdu/csu" 38.9166666666667 38.6 TRUE 2013-09-22 "BTW 2013" 0.316666666666663
"91" 2013-05-16 "fdp" 4.41666666666667 5.8 FALSE 2013-09-22 "BTW 2013" 1.38333333333333
"92" 2013-05-16 "grune" 14.5 13.5 FALSE 2013-09-22 "BTW 2013" 1
"93" 2013-05-16 "linke" 7.16666666666667 6.7 FALSE 2013-09-22 "BTW 2013" 0.466666666666667
"94" 2013-05-16 "piraten" 3.2 2.6 FALSE 2013-09-22 "BTW 2013" 0.6
"95" 2013-05-16 "sonstige" 3.91666666666667 4.3 FALSE 2013-09-22 "BTW 2013" 0.383333333333333
"96" 2013-05-16 "spd" 25.6666666666667 26.3 TRUE 2013-09-22 "BTW 2013" 0.633333333333333
"97" 2013-05-17 "afd" 2.75 2.4 FALSE 2013-09-22 "BTW 2013" 0.35
"98" 2013-05-17 "cdu/csu" 39.0833333333333 38.6 TRUE 2013-09-22 "BTW 2013" 0.483333333333334
"99" 2013-05-17 "fdp" 4.25 5.8 FALSE 2013-09-22 "BTW 2013" 1.55
"100" 2013-05-17 "grune" 14.3333333333333 13.5 FALSE 2013-09-22 "BTW 2013" 0.833333333333334
"101" 2013-05-17 "linke" 7.33333333333333 6.7 FALSE 2013-09-22 "BTW 2013" 0.633333333333333
"102" 2013-05-17 "piraten" 3.16666666666667 2.6 FALSE 2013-09-22 "BTW 2013" 0.566666666666666
"103" 2013-05-17 "sonstige" 3.58333333333333 4.3 FALSE 2013-09-22 "BTW 2013" 0.716666666666666
"104" 2013-05-17 "spd" 25.5 26.3 TRUE 2013-09-22 "BTW 2013" 0.800000000000001
"105" 2013-05-19 "afd" 2.91666666666667 2.4 FALSE 2013-09-22 "BTW 2013" 0.516666666666667
"106" 2013-05-19 "cdu/csu" 39.25 38.6 TRUE 2013-09-22 "BTW 2013" 0.649999999999999
"107" 2013-05-19 "fdp" 4.25 5.8 FALSE 2013-09-22 "BTW 2013" 1.55
"108" 2013-05-19 "grune" 14.3333333333333 13.5 FALSE 2013-09-22 "BTW 2013" 0.833333333333334
"109" 2013-05-19 "linke" 7.16666666666667 6.7 FALSE 2013-09-22 "BTW 2013" 0.466666666666667
"110" 2013-05-19 "piraten" 3.16666666666667 2.6 FALSE 2013-09-22 "BTW 2013" 0.566666666666666
"111" 2013-05-19 "sonstige" 3.41666666666667 4.3 FALSE 2013-09-22 "BTW 2013" 0.883333333333333
"112" 2013-05-19 "spd" 25.5 26.3 TRUE 2013-09-22 "BTW 2013" 0.800000000000001
"113" 2013-05-22 "afd" 3.08333333333333 2.4 FALSE 2013-09-22 "BTW 2013" 0.683333333333334
"114" 2013-05-22 "cdu/csu" 39.6666666666667 38.6 TRUE 2013-09-22 "BTW 2013" 1.06666666666666
"115" 2013-05-22 "fdp" 4.5 5.8 FALSE 2013-09-22 "BTW 2013" 1.3
"116" 2013-05-22 "grune" 13.6666666666667 13.5 FALSE 2013-09-22 "BTW 2013" 0.166666666666666
"117" 2013-05-22 "linke" 7 6.7 FALSE 2013-09-22 "BTW 2013" 0.3
"118" 2013-05-22 "piraten" 2.91666666666667 2.6 FALSE 2013-09-22 "BTW 2013" 0.316666666666666
"119" 2013-05-22 "sonstige" 3.5 4.3 FALSE 2013-09-22 "BTW 2013" 0.8
"120" 2013-05-22 "spd" 25.6666666666667 26.3 TRUE 2013-09-22 "BTW 2013" 0.633333333333333
"121" 2013-05-24 "afd" 2.91666666666667 2.4 FALSE 2013-09-22 "BTW 2013" 0.516666666666667
"122" 2013-05-24 "cdu/csu" 39.6666666666667 38.6 TRUE 2013-09-22 "BTW 2013" 1.06666666666666
"123" 2013-05-24 "fdp" 4.5 5.8 FALSE 2013-09-22 "BTW 2013" 1.3
"124" 2013-05-24 "grune" 13.6666666666667 13.5 FALSE 2013-09-22 "BTW 2013" 0.166666666666666
"125" 2013-05-24 "linke" 7 6.7 FALSE 2013-09-22 "BTW 2013" 0.3
"126" 2013-05-24 "piraten" 2.75 2.6 FALSE 2013-09-22 "BTW 2013" 0.15
"127" 2013-05-24 "sonstige" 3.66666666666667 4.3 FALSE 2013-09-22 "BTW 2013" 0.633333333333333
"128" 2013-05-24 "spd" 25.8333333333333 26.3 TRUE 2013-09-22 "BTW 2013" 0.466666666666669
"129" 2013-05-26 "afd" 2.75 2.4 FALSE 2013-09-22 "BTW 2013" 0.35
"130" 2013-05-26 "cdu/csu" 39.8333333333333 38.6 TRUE 2013-09-22 "BTW 2013" 1.23333333333333
"131" 2013-05-26 "fdp" 4.5 5.8 FALSE 2013-09-22 "BTW 2013" 1.3
"132" 2013-05-26 "grune" 13.3333333333333 13.5 FALSE 2013-09-22 "BTW 2013" 0.166666666666666
"133" 2013-05-26 "linke" 7 6.7 FALSE 2013-09-22 "BTW 2013" 0.3
"134" 2013-05-26 "piraten" 2.75 2.6 FALSE 2013-09-22 "BTW 2013" 0.15
"135" 2013-05-26 "sonstige" 3.83333333333333 4.3 FALSE 2013-09-22 "BTW 2013" 0.466666666666666
"136" 2013-05-26 "spd" 26 26.3 TRUE 2013-09-22 "BTW 2013" 0.300000000000001
"137" 2013-05-27 "afd" 2.75 2.4 FALSE 2013-09-22 "BTW 2013" 0.35
"138" 2013-05-27 "cdu/csu" 40 38.6 TRUE 2013-09-22 "BTW 2013" 1.4
"139" 2013-05-27 "fdp" 4.33333333333333 5.8 FALSE 2013-09-22 "BTW 2013" 1.46666666666667
"140" 2013-05-27 "grune" 13.5 13.5 FALSE 2013-09-22 "BTW 2013" 0
"141" 2013-05-27 "linke" 6.83333333333333 6.7 FALSE 2013-09-22 "BTW 2013" 0.133333333333333
"142" 2013-05-27 "piraten" 2.75 2.6 FALSE 2013-09-22 "BTW 2013" 0.15
"143" 2013-05-27 "sonstige" 4 4.3 FALSE 2013-09-22 "BTW 2013" 0.3
"144" 2013-05-27 "spd" 25.8333333333333 26.3 TRUE 2013-09-22 "BTW 2013" 0.466666666666669
"145" 2013-05-28 "afd" 2.75 2.4 FALSE 2013-09-22 "BTW 2013" 0.35
"146" 2013-05-28 "cdu/csu" 39.8333333333333 38.6 TRUE 2013-09-22 "BTW 2013" 1.23333333333333
"147" 2013-05-28 "fdp" 4.33333333333333 5.8 FALSE 2013-09-22 "BTW 2013" 1.46666666666667
"148" 2013-05-28 "grune" 13.6666666666667 13.5 FALSE 2013-09-22 "BTW 2013" 0.166666666666666
"149" 2013-05-28 "linke" 6.83333333333333 6.7 FALSE 2013-09-22 "BTW 2013" 0.133333333333333
"150" 2013-05-28 "piraten" 2.75 2.6 FALSE 2013-09-22 "BTW 2013" 0.15
"151" 2013-05-28 "sonstige" 4 4.3 FALSE 2013-09-22 "BTW 2013" 0.3
"152" 2013-05-28 "spd" 25.8333333333333 26.3 TRUE 2013-09-22 "BTW 2013" 0.466666666666669
"153" 2013-05-31 "afd" 2.91666666666667 2.4 FALSE 2013-09-22 "BTW 2013" 0.516666666666667
"154" 2013-05-31 "cdu/csu" 40 38.6 TRUE 2013-09-22 "BTW 2013" 1.4
"155" 2013-05-31 "fdp" 4.33333333333333 5.8 FALSE 2013-09-22 "BTW 2013" 1.46666666666667
"156" 2013-05-31 "grune" 13.6666666666667 13.5 FALSE 2013-09-22 "BTW 2013" 0.166666666666666
"157" 2013-05-31 "linke" 6.83333333333333 6.7 FALSE 2013-09-22 "BTW 2013" 0.133333333333333
"158" 2013-05-31 "piraten" 2.75 2.6 FALSE 2013-09-22 "BTW 2013" 0.15
"159" 2013-05-31 "sonstige" 4.16666666666667 4.3 FALSE 2013-09-22 "BTW 2013" 0.133333333333333
"160" 2013-05-31 "spd" 25.6666666666667 26.3 TRUE 2013-09-22 "BTW 2013" 0.633333333333333
"161" 2013-06-01 "afd" 3.08333333333333 2.4 FALSE 2013-09-22 "BTW 2013" 0.683333333333334
"162" 2013-06-01 "cdu/csu" 40 38.6 TRUE 2013-09-22 "BTW 2013" 1.4
"163" 2013-06-01 "fdp" 4.33333333333333 5.8 FALSE 2013-09-22 "BTW 2013" 1.46666666666667
"164" 2013-06-01 "grune" 13.6666666666667 13.5 FALSE 2013-09-22 "BTW 2013" 0.166666666666666
"165" 2013-06-01 "linke" 6.83333333333333 6.7 FALSE 2013-09-22 "BTW 2013" 0.133333333333333
"166" 2013-06-01 "piraten" 2.91666666666667 2.6 FALSE 2013-09-22 "BTW 2013" 0.316666666666666
"167" 2013-06-01 "sonstige" 3.66666666666667 4.3 FALSE 2013-09-22 "BTW 2013" 0.633333333333333
"168" 2013-06-01 "spd" 25.8333333333333 26.3 TRUE 2013-09-22 "BTW 2013" 0.466666666666669
"169" 2013-06-02 "afd" 3.08333333333333 2.4 FALSE 2013-09-22 "BTW 2013" 0.683333333333334
"170" 2013-06-02 "cdu/csu" 40 38.6 TRUE 2013-09-22 "BTW 2013" 1.4
"171" 2013-06-02 "fdp" 4.5 5.8 FALSE 2013-09-22 "BTW 2013" 1.3
"172" 2013-06-02 "grune" 13.8333333333333 13.5 FALSE 2013-09-22 "BTW 2013" 0.333333333333334
"173" 2013-06-02 "linke" 6.83333333333333 6.7 FALSE 2013-09-22 "BTW 2013" 0.133333333333333
"174" 2013-06-02 "piraten" 2.91666666666667 2.6 FALSE 2013-09-22 "BTW 2013" 0.316666666666666
"175" 2013-06-02 "sonstige" 3.5 4.3 FALSE 2013-09-22 "BTW 2013" 0.8
"176" 2013-06-02 "spd" 25.6666666666667 26.3 TRUE 2013-09-22 "BTW 2013" 0.633333333333333
"177" 2013-06-04 "afd" 2.91666666666667 2.4 FALSE 2013-09-22 "BTW 2013" 0.516666666666667
"178" 2013-06-04 "cdu/csu" 40 38.6 TRUE 2013-09-22 "BTW 2013" 1.4
"179" 2013-06-04 "fdp" 4.5 5.8 FALSE 2013-09-22 "BTW 2013" 1.3
"180" 2013-06-04 "grune" 14 13.5 FALSE 2013-09-22 "BTW 2013" 0.5
"181" 2013-06-04 "linke" 6.66666666666667 6.7 FALSE 2013-09-22 "BTW 2013" 0.0333333333333332
"182" 2013-06-04 "piraten" 2.91666666666667 2.6 FALSE 2013-09-22 "BTW 2013" 0.316666666666666
"183" 2013-06-04 "sonstige" 3.5 4.3 FALSE 2013-09-22 "BTW 2013" 0.8
"184" 2013-06-04 "spd" 25.8333333333333 26.3 TRUE 2013-09-22 "BTW 2013" 0.466666666666669
"185" 2013-06-05 "afd" 2.91666666666667 2.4 FALSE 2013-09-22 "BTW 2013" 0.516666666666667
"186" 2013-06-05 "cdu/csu" 40.1666666666667 38.6 TRUE 2013-09-22 "BTW 2013" 1.56666666666666
"187" 2013-06-05 "fdp" 4.5 5.8 FALSE 2013-09-22 "BTW 2013" 1.3
"188" 2013-06-05 "grune" 13.8333333333333 13.5 FALSE 2013-09-22 "BTW 2013" 0.333333333333334
"189" 2013-06-05 "linke" 6.66666666666667 6.7 FALSE 2013-09-22 "BTW 2013" 0.0333333333333332
"190" 2013-06-05 "piraten" 2.91666666666667 2.6 FALSE 2013-09-22 "BTW 2013" 0.316666666666666
"191" 2013-06-05 "sonstige" 3.5 4.3 FALSE 2013-09-22 "BTW 2013" 0.8
"192" 2013-06-05 "spd" 25.8333333333333 26.3 TRUE 2013-09-22 "BTW 2013" 0.466666666666669
"193" 2013-06-06 "afd" 2.91666666666667 2.4 FALSE 2013-09-22 "BTW 2013" 0.516666666666667
"194" 2013-06-06 "cdu/csu" 40 38.6 TRUE 2013-09-22 "BTW 2013" 1.4
"195" 2013-06-06 "fdp" 4.5 5.8 FALSE 2013-09-22 "BTW 2013" 1.3
"196" 2013-06-06 "grune" 13.8333333333333 13.5 FALSE 2013-09-22 "BTW 2013" 0.333333333333334
"197" 2013-06-06 "linke" 6.66666666666667 6.7 FALSE 2013-09-22 "BTW 2013" 0.0333333333333332
"198" 2013-06-06 "piraten" 2.91666666666667 2.6 FALSE 2013-09-22 "BTW 2013" 0.316666666666666
"199" 2013-06-06 "sonstige" 3.5 4.3 FALSE 2013-09-22 "BTW 2013" 0.8
"200" 2013-06-06 "spd" 26 26.3 TRUE 2013-09-22 "BTW 2013" 0.300000000000001
"201" 2013-06-09 "afd" 3.08333333333333 2.4 FALSE 2013-09-22 "BTW 2013" 0.683333333333334
"202" 2013-06-09 "cdu/csu" 40.1666666666667 38.6 TRUE 2013-09-22 "BTW 2013" 1.56666666666666
"203" 2013-06-09 "fdp" 4.33333333333333 5.8 FALSE 2013-09-22 "BTW 2013" 1.46666666666667
"204" 2013-06-09 "grune" 13.6666666666667 13.5 FALSE 2013-09-22 "BTW 2013" 0.166666666666666
"205" 2013-06-09 "linke" 6.66666666666667 6.7 FALSE 2013-09-22 "BTW 2013" 0.0333333333333332
"206" 2013-06-09 "piraten" 2.75 2.6 FALSE 2013-09-22 "BTW 2013" 0.15
"207" 2013-06-09 "sonstige" 3.66666666666667 4.3 FALSE 2013-09-22 "BTW 2013" 0.633333333333333
"208" 2013-06-09 "spd" 26 26.3 TRUE 2013-09-22 "BTW 2013" 0.300000000000001
"209" 2013-06-11 "afd" 3.08333333333333 2.4 FALSE 2013-09-22 "BTW 2013" 0.683333333333334
"210" 2013-06-11 "cdu/csu" 40.1666666666667 38.6 TRUE 2013-09-22 "BTW 2013" 1.56666666666666
"211" 2013-06-11 "fdp" 4.5 5.8 FALSE 2013-09-22 "BTW 2013" 1.3
"212" 2013-06-11 "grune" 13.5 13.5 FALSE 2013-09-22 "BTW 2013" 0
"213" 2013-06-11 "linke" 6.83333333333333 6.7 FALSE 2013-09-22 "BTW 2013" 0.133333333333333
"214" 2013-06-11 "piraten" 2.58333333333333 2.6 FALSE 2013-09-22 "BTW 2013" 0.0166666666666666
"215" 2013-06-11 "sonstige" 3.83333333333333 4.3 FALSE 2013-09-22 "BTW 2013" 0.466666666666666
"216" 2013-06-11 "spd" 25.8333333333333 26.3 TRUE 2013-09-22 "BTW 2013" 0.466666666666669
"217" 2013-06-12 "afd" 2.91666666666667 2.4 FALSE 2013-09-22 "BTW 2013" 0.516666666666667
"218" 2013-06-12 "cdu/csu" 40 38.6 TRUE 2013-09-22 "BTW 2013" 1.4
"219" 2013-06-12 "fdp" 4.66666666666667 5.8 FALSE 2013-09-22 "BTW 2013" 1.13333333333333
"220" 2013-06-12 "grune" 13.5 13.5 FALSE 2013-09-22 "BTW 2013" 0
"221" 2013-06-12 "linke" 7 6.7 FALSE 2013-09-22 "BTW 2013" 0.3
"222" 2013-06-12 "piraten" 2.41666666666667 2.6 FALSE 2013-09-22 "BTW 2013" 0.183333333333334
"223" 2013-06-12 "sonstige" 4 4.3 FALSE 2013-09-22 "BTW 2013" 0.3
"224" 2013-06-12 "spd" 25.8333333333333 26.3 TRUE 2013-09-22 "BTW 2013" 0.466666666666669
"225" 2013-06-14 "afd" 2.75 2.4 FALSE 2013-09-22 "BTW 2013" 0.35
"226" 2013-06-14 "cdu/csu" 40 38.6 TRUE 2013-09-22 "BTW 2013" 1.4
"227" 2013-06-14 "fdp" 4.66666666666667 5.8 FALSE 2013-09-22 "BTW 2013" 1.13333333333333
"228" 2013-06-14 "grune" 13.6666666666667 13.5 FALSE 2013-09-22 "BTW 2013" 0.166666666666666
"229" 2013-06-14 "linke" 7.16666666666667 6.7 FALSE 2013-09-22 "BTW 2013" 0.466666666666667
"230" 2013-06-14 "piraten" 2.41666666666667 2.6 FALSE 2013-09-22 "BTW 2013" 0.183333333333334
"231" 2013-06-14 "sonstige" 4 4.3 FALSE 2013-09-22 "BTW 2013" 0.3
"232" 2013-06-14 "spd" 25.6666666666667 26.3 TRUE 2013-09-22 "BTW 2013" 0.633333333333333
"233" 2013-06-16 "afd" 2.58333333333333 2.4 FALSE 2013-09-22 "BTW 2013" 0.183333333333334
"234" 2013-06-16 "cdu/csu" 40 38.6 TRUE 2013-09-22 "BTW 2013" 1.4
"235" 2013-06-16 "fdp" 4.83333333333333 5.8 FALSE 2013-09-22 "BTW 2013" 0.966666666666667
"236" 2013-06-16 "grune" 13.6666666666667 13.5 FALSE 2013-09-22 "BTW 2013" 0.166666666666666
"237" 2013-06-16 "linke" 7.33333333333333 6.7 FALSE 2013-09-22 "BTW 2013" 0.633333333333333
"238" 2013-06-16 "piraten" 2.41666666666667 2.6 FALSE 2013-09-22 "BTW 2013" 0.183333333333334
"239" 2013-06-16 "sonstige" 4 4.3 FALSE 2013-09-22 "BTW 2013" 0.3
"240" 2013-06-16 "spd" 25.5 26.3 TRUE 2013-09-22 "BTW 2013" 0.800000000000001
"241" 2013-06-18 "afd" 2.41666666666667 2.4 FALSE 2013-09-22 "BTW 2013" 0.0166666666666666
"242" 2013-06-18 "cdu/csu" 40.1666666666667 38.6 TRUE 2013-09-22 "BTW 2013" 1.56666666666666
"243" 2013-06-18 "fdp" 5 5.8 FALSE 2013-09-22 "BTW 2013" 0.8
"244" 2013-06-18 "grune" 13.6666666666667 13.5 FALSE 2013-09-22 "BTW 2013" 0.166666666666666
"245" 2013-06-18 "linke" 7.5 6.7 FALSE 2013-09-22 "BTW 2013" 0.8
"246" 2013-06-18 "piraten" 2.25 2.6 FALSE 2013-09-22 "BTW 2013" 0.35
"247" 2013-06-18 "sonstige" 3.83333333333333 4.3 FALSE 2013-09-22 "BTW 2013" 0.466666666666666
"248" 2013-06-18 "spd" 25.5 26.3 TRUE 2013-09-22 "BTW 2013" 0.800000000000001
"249" 2013-06-19 "afd" 2.33333333333333 2.4 FALSE 2013-09-22 "BTW 2013" 0.0666666666666664
"250" 2013-06-19 "cdu/csu" 40.1666666666667 38.6 TRUE 2013-09-22 "BTW 2013" 1.56666666666666
"251" 2013-06-19 "fdp" 5 5.8 FALSE 2013-09-22 "BTW 2013" 0.8
"252" 2013-06-19 "grune" 14.3333333333333 13.5 FALSE 2013-09-22 "BTW 2013" 0.833333333333334
"253" 2013-06-19 "linke" 7.5 6.7 FALSE 2013-09-22 "BTW 2013" 0.8
"254" 2013-06-19 "piraten" 2.33333333333333 2.6 FALSE 2013-09-22 "BTW 2013" 0.266666666666667
"255" 2013-06-19 "sonstige" 3.83333333333333 4.3 FALSE 2013-09-22 "BTW 2013" 0.466666666666666
"256" 2013-06-19 "spd" 24.8333333333333 26.3 TRUE 2013-09-22 "BTW 2013" 1.46666666666667
"257" 2013-06-21 "afd" 2.33333333333333 2.4 FALSE 2013-09-22 "BTW 2013" 0.0666666666666664
"258" 2013-06-21 "cdu/csu" 40.1666666666667 38.6 TRUE 2013-09-22 "BTW 2013" 1.56666666666666
"259" 2013-06-21 "fdp" 5.16666666666667 5.8 FALSE 2013-09-22 "BTW 2013" 0.633333333333333
"260" 2013-06-21 "grune" 14.1666666666667 13.5 FALSE 2013-09-22 "BTW 2013" 0.666666666666666
